"Departamento","Código Departamento","Municipio","Código Municipio","Programa","Año de asignacion","No. SFV Asignados","Valor Asignado","Tipo de suelo"
"CORDOBA","23","SAHAGUN","23,660","Mi Casa Ya","2,025","14","569,400,000","URBANO"
"CORDOBA","23","TIERRALTA","23,807","Mi Casa Ya","2,023","11","348,000,000","URBANO"
"CORDOBA","23","TIERRALTA","23,807","Mi Casa Ya","2,024","7","260,000,000","URBANO"
"CUNDINAMARCA","25","ANAPOIMA","25,035","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","ANAPOIMA","25,035","Mi Casa Ya","2,024","6","156,000,000","URBANO"
"CUNDINAMARCA","25","APULO","25,599","Mi Casa Ya","2,022","23","456,341,040","URBANO"
"CUNDINAMARCA","25","APULO","25,599","Mi Casa Ya","2,023","6","139,200,000","URBANO"
"CUNDINAMARCA","25","APULO","25,599","Mi Casa Ya","2,024","33","871,000,000","URBANO"
"CUNDINAMARCA","25","BOJACA","25,099","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"CUNDINAMARCA","25","BOJACA","25,099","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"CUNDINAMARCA","25","CAJICA","25,126","Mi Casa Ya","2,022","84","1,678,170,520","URBANO"
"CUNDINAMARCA","25","CAJICA","25,126","Mi Casa Ya","2,023","46","1,078,800,000","URBANO"
"CUNDINAMARCA","25","CAJICA","25,126","Mi Casa Ya","2,024","31","806,000,000","URBANO"
"CUNDINAMARCA","25","CAJICA","25,126","Mi Casa Ya","2,025","66","1,879,020,000","URBANO"
"CUNDINAMARCA","25","CAPARRAPI","25,148","Mi Casa Ya","2,022","4","120,000,000","URBANO"
"CUNDINAMARCA","25","CHIA","25,175","Mi Casa Ya","2,022","130","2,555,115,600","URBANO"
"CUNDINAMARCA","25","CHIA","25,175","Mi Casa Ya","2,023","297","6,925,200,000","URBANO"
"CUNDINAMARCA","25","CHIA","25,175","Mi Casa Ya","2,024","335","8,723,000,000","URBANO"
"CUNDINAMARCA","25","CHIA","25,175","Mi Casa Ya","2,025","3","85,410,000","URBANO"
"CUNDINAMARCA","25","CHOCONTA","25,183","Mi Casa Ya","2,022","34","700,000,000","URBANO"
"CUNDINAMARCA","25","CHOCONTA","25,183","Mi Casa Ya","2,023","16","382,800,000","URBANO"
"CUNDINAMARCA","25","CHOCONTA","25,183","Mi Casa Ya","2,024","8","221,000,000","URBANO"
"CUNDINAMARCA","25","COTA","25,214","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"CUNDINAMARCA","25","CUCUNUBA","25,224","Mi Casa Ya","2,022","2","40,000,000","URBANO"
"CUNDINAMARCA","25","CUCUNUBA","25,224","Mi Casa Ya","2,023","13","301,600,000","URBANO"
"CUNDINAMARCA","25","CUCUNUBA","25,224","Mi Casa Ya","2,024","18","468,000,000","URBANO"
"CUNDINAMARCA","25","CUCUNUBA","25,224","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"CUNDINAMARCA","25","EL COLEGIO","25,245","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","EL COLEGIO","25,245","Mi Casa Ya","2,023","5","116,000,000","URBANO"
"CUNDINAMARCA","25","EL COLEGIO","25,245","Mi Casa Ya","2,024","41","1,079,000,000","URBANO"
"CUNDINAMARCA","25","EL COLEGIO","25,245","Mi Casa Ya","2,025","3","85,410,000","URBANO"
"CUNDINAMARCA","25","EL ROSAL","25,260","Mi Casa Ya","2,022","161","3,215,364,160","URBANO"
"CUNDINAMARCA","25","EL ROSAL","25,260","Mi Casa Ya","2,023","333","7,737,200,000","URBANO"
"CUNDINAMARCA","25","EL ROSAL","25,260","Mi Casa Ya","2,024","243","6,357,000,000","URBANO"
"CUNDINAMARCA","25","EL ROSAL","25,260","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"CUNDINAMARCA","25","FACATATIVA","25,269","Mi Casa Ya","2,022","48","949,023,120","URBANO"
"CUNDINAMARCA","25","FACATATIVA","25,269","Mi Casa Ya","2,023","3","69,600,000","URBANO"
"CUNDINAMARCA","25","FACATATIVA","25,269","Mi Casa Ya","2,024","3","78,000,000","URBANO"
"CUNDINAMARCA","25","FUNZA","25,286","Mi Casa Ya","2,022","4","78,170,520","URBANO"
"CUNDINAMARCA","25","FUNZA","25,286","Mi Casa Ya","2,023","122","2,830,400,000","URBANO"
"CUNDINAMARCA","25","FUNZA","25,286","Mi Casa Ya","2,024","214","5,590,000,000","URBANO"
"CUNDINAMARCA","25","FUNZA","25,286","Mi Casa Ya","2,025","4","113,880,000","URBANO"
"CUNDINAMARCA","25","FUSAGASUGA","25,290","Mi Casa Ya","2,022","98","1,955,364,160","URBANO"
"CUNDINAMARCA","25","FUSAGASUGA","25,290","Mi Casa Ya","2,023","83","1,925,600,000","URBANO"
"CUNDINAMARCA","25","FUSAGASUGA","25,290","Mi Casa Ya","2,024","48","1,274,000,000","URBANO"
"CUNDINAMARCA","25","GACHANCIPA","25,295","Mi Casa Ya","2,022","82","1,619,875,720","URBANO"
"CUNDINAMARCA","25","GACHANCIPA","25,295","Mi Casa Ya","2,023","105","2,436,000,000","URBANO"
"CUNDINAMARCA","25","GACHANCIPA","25,295","Mi Casa Ya","2,024","17","442,000,000","URBANO"
"CUNDINAMARCA","25","GIRARDOT","25,307","Mi Casa Ya","2,022","471","9,442,975,420","URBANO"
"CUNDINAMARCA","25","GIRARDOT","25,307","Mi Casa Ya","2,023","125","2,934,800,000","URBANO"
"CUNDINAMARCA","25","GIRARDOT","25,307","Mi Casa Ya","2,024","63","1,716,000,000","URBANO"
"CUNDINAMARCA","25","GIRARDOT","25,307","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"CUNDINAMARCA","25","GUASCA","25,322","Mi Casa Ya","2,022","10","211,767,340","URBANO"
"CUNDINAMARCA","25","LA CALERA","25,377","Mi Casa Ya","2,022","72","1,405,239,880","URBANO"
"CUNDINAMARCA","25","LA CALERA","25,377","Mi Casa Ya","2,023","32","742,400,000","URBANO"
"CUNDINAMARCA","25","LA CALERA","25,377","Mi Casa Ya","2,024","8","208,000,000","URBANO"
"CUNDINAMARCA","25","LA MESA","25,386","Mi Casa Ya","2,022","33","670,852,600","URBANO"
"CUNDINAMARCA","25","LA MESA","25,386","Mi Casa Ya","2,023","3","81,200,000","URBANO"
"CUNDINAMARCA","25","LA MESA","25,386","Mi Casa Ya","2,024","7","182,000,000","URBANO"
"CUNDINAMARCA","25","MADRID","25,430","Mi Casa Ya","2,022","687","13,730,231,200","URBANO"
"CUNDINAMARCA","25","MADRID","25,430","Mi Casa Ya","2,023","354","8,236,000,000","URBANO"
"CUNDINAMARCA","25","MADRID","25,430","Mi Casa Ya","2,024","334","8,736,000,000","URBANO"
"CUNDINAMARCA","25","MADRID","25,430","Mi Casa Ya","2,025","3","85,410,000","URBANO"
"CUNDINAMARCA","25","MOSQUERA","25,473","Mi Casa Ya","2,022","34","647,069,360","URBANO"
"CUNDINAMARCA","25","MOSQUERA","25,473","Mi Casa Ya","2,023","419","9,720,800,000","URBANO"
"CUNDINAMARCA","25","MOSQUERA","25,473","Mi Casa Ya","2,024","137","3,562,000,000","URBANO"
"CUNDINAMARCA","25","NEMOCON","25,486","Mi Casa Ya","2,022","120","2,392,682,080","URBANO"
"CUNDINAMARCA","25","NEMOCON","25,486","Mi Casa Ya","2,023","46","1,067,200,000","URBANO"
"CUNDINAMARCA","25","NEMOCON","25,486","Mi Casa Ya","2,024","289","7,540,000,000","URBANO"
"CUNDINAMARCA","25","NEMOCON","25,486","Mi Casa Ya","2,025","3","85,410,000","URBANO"
"CUNDINAMARCA","25","NILO","25,488","Mi Casa Ya","2,022","60","1,201,705,200","URBANO"
"CUNDINAMARCA","25","PACHO","25,513","Mi Casa Ya","2,022","2","40,000,000","URBANO"
"CUNDINAMARCA","25","PACHO","25,513","Mi Casa Ya","2,023","3","66,400,000","URBANO"
"CUNDINAMARCA","25","PACHO","25,513","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"CUNDINAMARCA","25","PUERTO SALGAR","25,572","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","RICAURTE","25,612","Mi Casa Ya","2,022","185","3,735,177,740","URBANO"
"CUNDINAMARCA","25","RICAURTE","25,612","Mi Casa Ya","2,023","49","1,156,800,000","URBANO"
"CUNDINAMARCA","25","RICAURTE","25,612","Mi Casa Ya","2,024","71","1,872,000,000","URBANO"
"CUNDINAMARCA","25","RICAURTE","25,612","Mi Casa Ya","2,025","3","85,410,000","URBANO"
"CUNDINAMARCA","25","SIBATE","25,740","Mi Casa Ya","2,022","3","58,170,520","URBANO"
"CUNDINAMARCA","25","SIBATE","25,740","Mi Casa Ya","2,023","3","69,600,000","URBANO"
"CUNDINAMARCA","25","SIBATE","25,740","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"CUNDINAMARCA","25","SILVANIA","25,743","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","SILVANIA","25,743","Mi Casa Ya","2,023","2","46,400,000","URBANO"
"CUNDINAMARCA","25","SILVANIA","25,743","Mi Casa Ya","2,024","2","52,000,000","URBANO"
"CUNDINAMARCA","25","SIMIJACA","25,745","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","SIMIJACA","25,745","Mi Casa Ya","2,023","2","58,000,000","URBANO"
"CUNDINAMARCA","25","SIMIJACA","25,745","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"CUNDINAMARCA","25","SOACHA","25,754","Mi Casa Ya","2,022","3,409","68,014,877,100","URBANO"
"CUNDINAMARCA","25","SOACHA","25,754","Mi Casa Ya","2,023","1,286","30,044,000,000","URBANO"
"CUNDINAMARCA","25","SOACHA","25,754","Mi Casa Ya","2,024","731","19,045,000,000","URBANO"
"CUNDINAMARCA","25","SOACHA","25,754","Mi Casa Ya","2,025","26","740,220,000","URBANO"
"CUNDINAMARCA","25","SOPO","25,758","Mi Casa Ya","2,024","183","4,771,000,000","URBANO"
"CUNDINAMARCA","25","SOPO","25,758","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"CUNDINAMARCA","25","TABIO","25,785","Mi Casa Ya","2,022","4","87,255,780","URBANO"
"CUNDINAMARCA","25","TENJO","25,799","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"CUNDINAMARCA","25","TOCAIMA","25,815","Mi Casa Ya","2,022","45","950,000,000","URBANO"
"CUNDINAMARCA","25","TOCAIMA","25,815","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"CUNDINAMARCA","25","TOCAIMA","25,815","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"CUNDINAMARCA","25","TOCANCIPA","25,817","Mi Casa Ya","2,022","1,223","24,213,189,260","URBANO"
"CUNDINAMARCA","25","TOCANCIPA","25,817","Mi Casa Ya","2,023","163","3,793,200,000","URBANO"
"CUNDINAMARCA","25","TOCANCIPA","25,817","Mi Casa Ya","2,024","145","3,822,000,000","URBANO"
"CUNDINAMARCA","25","TOCANCIPA","25,817","Mi Casa Ya","2,025","8","227,760,000","URBANO"
"CUNDINAMARCA","25","VILLAPINZON","25,873","Mi Casa Ya","2,022","44","940,852,600","URBANO"
"CUNDINAMARCA","25","VILLETA","25,875","Mi Casa Ya","2,022","179","3,585,115,600","URBANO"
"CUNDINAMARCA","25","VILLETA","25,875","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"CUNDINAMARCA","25","VILLETA","25,875","Mi Casa Ya","2,024","8","208,000,000","URBANO"
"CUNDINAMARCA","25","ZIPAQUIRA","25,899","Mi Casa Ya","2,022","573","11,408,091,020","URBANO"
"CUNDINAMARCA","25","ZIPAQUIRA","25,899","Mi Casa Ya","2,023","361","8,375,200,000","URBANO"
"CUNDINAMARCA","25","ZIPAQUIRA","25,899","Mi Casa Ya","2,024","403","10,530,000,000","URBANO"
"CUNDINAMARCA","25","ZIPAQUIRA","25,899","Mi Casa Ya","2,025","5","156,585,000","URBANO"
"GUAINIA","94","INIRIDA","94,001","Mi Casa Ya","2,023","1","23,200,000","URBANO"
"GUAINIA","94","INIRIDA","94,001","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"GUAVIARE","95","EL RETORNO","95,025","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"GUAVIARE","95","SAN JOSE DEL GUAVIARE","95,001","Mi Casa Ya","2,022","64","1,542,619,940","URBANO"
"GUAVIARE","95","SAN JOSE DEL GUAVIARE","95,001","Mi Casa Ya","2,023","79","2,366,400,000","URBANO"
"GUAVIARE","95","SAN JOSE DEL GUAVIARE","95,001","Mi Casa Ya","2,024","39","1,261,000,000","URBANO"
"GUAVIARE","95","SAN JOSE DEL GUAVIARE","95,001","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"HUILA","41","ALGECIRAS","41,020","Mi Casa Ya","2,022","8","234,511,560","URBANO"
"HUILA","41","ALGECIRAS","41,020","Mi Casa Ya","2,023","4","139,200,000","URBANO"
"HUILA","41","ALGECIRAS","41,020","Mi Casa Ya","2,024","1","26,000,000","URBANO"
"HUILA","41","CAMPOALEGRE","41,132","Mi Casa Ya","2,023","6","174,000,000","URBANO"
"HUILA","41","CAMPOALEGRE","41,132","Mi Casa Ya","2,024","8","273,000,000","URBANO"
"HUILA","41","GARZON","41,298","Mi Casa Ya","2,022","22","524,449,420","URBANO"
"HUILA","41","GARZON","41,298","Mi Casa Ya","2,023","4","127,600,000","RURAL"
"HUILA","41","GARZON","41,298","Mi Casa Ya","2,023","3","81,200,000","URBANO"
"HUILA","41","GARZON","41,298","Mi Casa Ya","2,024","7","260,000,000","RURAL"
"HUILA","41","GARZON","41,298","Mi Casa Ya","2,024","5","143,000,000","URBANO"
"HUILA","41","GIGANTE","41,306","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"HUILA","41","GIGANTE","41,306","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"HUILA","41","GIGANTE","41,306","Mi Casa Ya","2,024","5","195,000,000","URBANO"
"HUILA","41","GIGANTE","41,306","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"HUILA","41","ISNOS","41,359","Mi Casa Ya","2,023","65","2,088,000,000","URBANO"
"HUILA","41","ISNOS","41,359","Mi Casa Ya","2,024","25","884,000,000","URBANO"
"HUILA","41","LA ARGENTINA","41,378","Mi Casa Ya","2,022","3","80,000,000","URBANO"
"HUILA","41","LA ARGENTINA","41,378","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"HUILA","41","LA ARGENTINA","41,378","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"HUILA","41","LA PLATA","41,396","Mi Casa Ya","2,022","37","794,449,420","URBANO"
"HUILA","41","LA PLATA","41,396","Mi Casa Ya","2,023","90","2,923,200,000","URBANO"
"HUILA","41","LA PLATA","41,396","Mi Casa Ya","2,024","96","3,432,000,000","URBANO"
"HUILA","41","NEIVA","41,001","Mi Casa Ya","2,022","565","13,004,307,780","URBANO"
"HUILA","41","NEIVA","41,001","Mi Casa Ya","2,023","685","19,963,600,000","URBANO"
"HUILA","41","NEIVA","41,001","Mi Casa Ya","2,024","479","14,716,000,000","URBANO"
"HUILA","41","NEIVA","41,001","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"HUILA","41","PALERMO","41,524","Mi Casa Ya","2,022","401","9,677,984,100","URBANO"
"HUILA","41","PALERMO","41,524","Mi Casa Ya","2,023","268","8,340,400,000","URBANO"
"HUILA","41","PALERMO","41,524","Mi Casa Ya","2,024","262","8,879,000,000","URBANO"
"HUILA","41","PALERMO","41,524","Mi Casa Ya","2,025","10","355,875,000","URBANO"
"HUILA","41","PITAL","41,548","Mi Casa Ya","2,022","35","1,050,000,000","URBANO"
"HUILA","41","PITAL","41,548","Mi Casa Ya","2,023","6","208,800,000","URBANO"
"HUILA","41","PITAL","41,548","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"HUILA","41","PITALITO","41,551","Mi Casa Ya","2,022","297","8,017,424,840","URBANO"
"HUILA","41","PITALITO","41,551","Mi Casa Ya","2,023","216","6,600,400,000","URBANO"
"HUILA","41","PITALITO","41,551","Mi Casa Ya","2,024","488","16,757,000,000","URBANO"
"HUILA","41","PITALITO","41,551","Mi Casa Ya","2,025","4","142,350,000","URBANO"
"HUILA","41","RIVERA","41,615","Mi Casa Ya","2,022","104","2,918,108,380","URBANO"
"HUILA","41","RIVERA","41,615","Mi Casa Ya","2,023","68","2,142,800,000","URBANO"
"HUILA","41","RIVERA","41,615","Mi Casa Ya","2,024","67","2,366,000,000","URBANO"
"HUILA","41","RIVERA","41,615","Mi Casa Ya","2,025","11","441,285,000","URBANO"
"HUILA","41","SAN AGUSTIN","41,668","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"HUILA","41","SAN AGUSTIN","41,668","Mi Casa Ya","2,024","68","2,548,000,000","URBANO"
"HUILA","41","SAN AGUSTIN","41,668","Mi Casa Ya","2,025","2","85,410,000","URBANO"
"LA GUAJIRA","44","BARRANCAS","44,078","Mi Casa Ya","2,022","22","510,790,460","URBANO"
"LA GUAJIRA","44","BARRANCAS","44,078","Mi Casa Ya","2,023","10","313,200,000","URBANO"
"LA GUAJIRA","44","BARRANCAS","44,078","Mi Casa Ya","2,024","14","429,000,000","URBANO"
"LA GUAJIRA","44","MAICAO","44,430","Mi Casa Ya","2,022","7","134,511,560","URBANO"
"LA GUAJIRA","44","MAICAO","44,430","Mi Casa Ya","2,024","5","182,000,000","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","Mi Casa Ya","2,022","1","20,000,000","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","Mi Casa Ya","2,023","6","150,800,000","URBANO"
"LA GUAJIRA","44","RIOHACHA","44,001","Mi Casa Ya","2,024","39","1,105,000,000","URBANO"
"LA GUAJIRA","44","SAN JUAN DEL CESAR","44,650","Mi Casa Ya","2,022","42","898,046,240","URBANO"
"LA GUAJIRA","44","SAN JUAN DEL CESAR","44,650","Mi Casa Ya","2,023","47","1,438,400,000","URBANO"
"LA GUAJIRA","44","SAN JUAN DEL CESAR","44,650","Mi Casa Ya","2,024","34","1,118,000,000","URBANO"
"LA GUAJIRA","44","SAN JUAN DEL CESAR","44,650","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"MAGDALENA","47","ARACATACA","47,053","Mi Casa Ya","2,022","2","50,000,000","URBANO"
"MAGDALENA","47","EL BANCO","47,245","Mi Casa Ya","2,022","27","697,984,100","URBANO"
"MAGDALENA","47","EL BANCO","47,245","Mi Casa Ya","2,023","7","220,400,000","URBANO"
"MAGDALENA","47","EL BANCO","47,245","Mi Casa Ya","2,024","2","78,000,000","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","Mi Casa Ya","2,022","884","22,810,586,680","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","Mi Casa Ya","2,023","870","27,480,400,000","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","Mi Casa Ya","2,024","231","7,592,000,000","URBANO"
"MAGDALENA","47","SANTA MARTA","47,001","Mi Casa Ya","2,025","2","85,410,000","URBANO"
"MAGDALENA","47","ZONA BANANERA","47,980","Mi Casa Ya","2,023","9","313,200,000","URBANO"
"MAGDALENA","47","ZONA BANANERA","47,980","Mi Casa Ya","2,024","12","390,000,000","URBANO"
"META","50","ACACIAS","50,006","Mi Casa Ya","2,022","122","3,096,278,900","URBANO"
"META","50","ACACIAS","50,006","Mi Casa Ya","2,023","129","3,997,200,000","URBANO"
"META","50","ACACIAS","50,006","Mi Casa Ya","2,024","45","1,313,000,000","URBANO"
"META","50","ACACIAS","50,006","Mi Casa Ya","2,025","2","56,940,000","URBANO"
"META","50","BARRANCA DE UPIA","50,110","Mi Casa Ya","2,022","2","40,000,000","URBANO"
"META","50","BARRANCA DE UPIA","50,110","Mi Casa Ya","2,023","7","208,800,000","URBANO"
"META","50","BARRANCA DE UPIA","50,110","Mi Casa Ya","2,024","23","793,000,000","URBANO"
"META","50","CUBARRAL","50,223","Mi Casa Ya","2,022","3","65,426,300","URBANO"
"META","50","CUBARRAL","50,223","Mi Casa Ya","2,023","2","69,600,000","URBANO"
"META","50","GRANADA","50,313","Mi Casa Ya","2,022","112","2,978,836,700","URBANO"
"META","50","GRANADA","50,313","Mi Casa Ya","2,023","69","2,331,600,000","URBANO"
"META","50","GRANADA","50,313","Mi Casa Ya","2,024","95","3,588,000,000","URBANO"
"META","50","GRANADA","50,313","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"META","50","LEJANIAS","50,400","Mi Casa Ya","2,022","12","312,682,080","URBANO"
"META","50","LEJANIAS","50,400","Mi Casa Ya","2,023","9","290,000,000","URBANO"
"META","50","PUERTO LOPEZ","50,573","Mi Casa Ya","2,022","9","187,255,780","URBANO"
"META","50","PUERTO LOPEZ","50,573","Mi Casa Ya","2,023","5","139,200,000","URBANO"
"META","50","PUERTO LOPEZ","50,573","Mi Casa Ya","2,024","8","299,000,000","URBANO"
"META","50","RESTREPO","50,606","Mi Casa Ya","2,022","149","3,022,122,820","URBANO"
"META","50","RESTREPO","50,606","Mi Casa Ya","2,023","144","3,654,000,000","URBANO"
"META","50","RESTREPO","50,606","Mi Casa Ya","2,024","168","4,836,000,000","URBANO"
"META","50","SAN CARLOS DE GUAROA","50,680","Mi Casa Ya","2,022","3","90,000,000","URBANO"
"META","50","SAN CARLOS DE GUAROA","50,680","Mi Casa Ya","2,023","1","34,800,000","URBANO"
"META","50","SAN CARLOS DE GUAROA","50,680","Mi Casa Ya","2,024","5","195,000,000","URBANO"
"META","50","SAN MARTIN","50,689","Mi Casa Ya","2,022","25","649,875,720","URBANO"
"META","50","SAN MARTIN","50,689","Mi Casa Ya","2,023","24","754,000,000","URBANO"
"META","50","SAN MARTIN","50,689","Mi Casa Ya","2,024","22","689,000,000","URBANO"
"META","50","VILLAVICENCIO","50,001","Mi Casa Ya","2,022","834","19,146,492,740","URBANO"
"META","50","VILLAVICENCIO","50,001","Mi Casa Ya","2,023","339","9,430,800,000","URBANO"
"META","50","VILLAVICENCIO","50,001","Mi Casa Ya","2,024","569","17,264,000,000","URBANO"
"META","50","VILLAVICENCIO","50,001","Mi Casa Ya","2,025","12","427,050,000","URBANO"
"NARIÑO","52","BUESACO","52,110","Mi Casa Ya","2,023","96","3,329,200,000","URBANO"
"NARIÑO","52","BUESACO","52,110","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"NARIÑO","52","CHACHAGUI","52,240","Mi Casa Ya","2,023","23","707,600,000","URBANO"
"NARIÑO","52","CHACHAGUI","52,240","Mi Casa Ya","2,024","2","65,000,000","URBANO"
"NARIÑO","52","GUACHUCAL","52,317","Mi Casa Ya","2,022","30","864,449,420","URBANO"
"NARIÑO","52","GUACHUCAL","52,317","Mi Casa Ya","2,023","6","197,200,000","URBANO"
"NARIÑO","52","GUACHUCAL","52,317","Mi Casa Ya","2,024","3","117,000,000","URBANO"
"NARIÑO","52","IPIALES","52,356","Mi Casa Ya","2,022","20","511,767,340","URBANO"
"NARIÑO","52","IPIALES","52,356","Mi Casa Ya","2,023","12","406,000,000","URBANO"
"NARIÑO","52","IPIALES","52,356","Mi Casa Ya","2,024","34","1,053,000,000","URBANO"
"NARIÑO","52","IPIALES","52,356","Mi Casa Ya","2,025","1","28,470,000","URBANO"
"NARIÑO","52","PASTO","52,001","Mi Casa Ya","2,022","453","10,901,812,120","URBANO"
"NARIÑO","52","PASTO","52,001","Mi Casa Ya","2,023","840","25,902,800,000","URBANO"
"NARIÑO","52","PASTO","52,001","Mi Casa Ya","2,024","497","16,094,000,000","URBANO"
"NARIÑO","52","PASTO","52,001","Mi Casa Ya","2,025","5","185,055,000","URBANO"
"NARIÑO","52","SAMANIEGO","52,678","Mi Casa Ya","2,022","5","140,000,000","URBANO"
"NARIÑO","52","SAMANIEGO","52,678","Mi Casa Ya","2,023","3","104,400,000","URBANO"
"NARIÑO","52","SAMANIEGO","52,678","Mi Casa Ya","2,024","14","533,000,000","URBANO"
"NORTE DE SANTANDER","54","ABREGO","54,003","Mi Casa Ya","2,022","7","210,000,000","URBANO"
"NORTE DE SANTANDER","54","ABREGO","54,003","Mi Casa Ya","2,023","2","69,600,000","URBANO"
"NORTE DE SANTANDER","54","ABREGO","54,003","Mi Casa Ya","2,024","1","39,000,000","URBANO"
"NORTE DE SANTANDER","54","CHINACOTA","54,172","Mi Casa Ya","2,022","15","351,643,060","URBANO"
"NORTE DE SANTANDER","54","CHINACOTA","54,172","Mi Casa Ya","2,023","16","533,600,000","URBANO"
"NORTE DE SANTANDER","54","CHINACOTA","54,172","Mi Casa Ya","2,024","49","1,794,000,000","URBANO"
"NORTE DE SANTANDER","54","CHINACOTA","54,172","Mi Casa Ya","2,025","1","42,705,000","URBANO"
"NORTE DE SANTANDER","54","CUCUTA","54,001","Mi Casa Ya","2,022","1,071","29,522,336,660","URBANO"
"NORTE DE SANTANDER","54","CUCUTA","54,001","Mi Casa Ya","2,023","950","31,726,000,000","URBANO"
"NORTE DE SANTANDER","54","CUCUTA","54,001","Mi Casa Ya","2,024","619","22,880,000,000","URBANO"
"NORTE DE SANTANDER","54","CUCUTA","54,001","Mi Casa Ya","2,025","16","597,870,000","URBANO"
"NORTE DE SANTANDER","54","EL ZULIA","54,261","Mi Casa Ya","2,022","38","1,104,511,560","URBANO"
"NORTE DE SANTANDER","54","EL ZULIA","54,261","Mi Casa Ya","2,023","141","4,814,000,000","URBANO"
"NORTE DE SANTANDER","54","EL ZULIA","54,261","Mi Casa Ya","2,024","102","3,822,000,000","URBANO"
"NORTE DE SANTANDER","54","LOS PATIOS","54,405","Mi Casa Ya","2,022","646","16,573,890,160","URBANO"
"NORTE DE SANTANDER","54","LOS PATIOS","54,405","Mi Casa Ya","2,023","582","19,279,200,000","URBANO"
"NORTE DE SANTANDER","54","LOS PATIOS","54,405","Mi Casa Ya","2,024","370","13,546,000,000","URBANO"
"NORTE DE SANTANDER","54","LOS PATIOS","54,405","Mi Casa Ya","2,025","15","640,575,000","URBANO"
"NORTE DE SANTANDER","54","OCAÑA","54,498","Mi Casa Ya","2,022","41","1,116,341,040","URBANO"
"NORTE DE SANTANDER","54","OCAÑA","54,498","Mi Casa Ya","2,023","27","916,400,000","URBANO"
"NORTE DE SANTANDER","54","OCAÑA","54,498","Mi Casa Ya","2,024","20","741,000,000","URBANO"
"NORTE DE SANTANDER","54","PAMPLONA","54,518","Mi Casa Ya","2,022","21","555,426,300","URBANO"
"NORTE DE SANTANDER","54","PAMPLONA","54,518","Mi Casa Ya","2,023","17","556,800,000","URBANO"
"NORTE DE SANTANDER","54","PAMPLONA","54,518","Mi Casa Ya","2,024","73","2,704,000,000","URBANO"
"NORTE DE SANTANDER","54","VILLA DEL ROSARIO","54,874","Mi Casa Ya","2,022","615","15,747,904,600","URBANO"
"NORTE DE SANTANDER","54","VILLA DEL ROSARIO","54,874","Mi Casa Ya","2,023","730","23,977,200,000","URBANO"
"NORTE DE SANTANDER","54","VILLA DEL ROSARIO","54,874","Mi Casa Ya","2,024","694","25,454,000,000","URBANO"
"NORTE DE SANTANDER","54","VILLA DEL ROSARIO","54,874","Mi Casa Ya","2,025","79","3,274,050,000","URBANO"
"PUTUMAYO","86","ORITO","86,320","Mi Casa Ya","2,022","13","367,255,780","URBANO"
"PUTUMAYO","86","ORITO","86,320","Mi Casa Ya","2,023","3","104,400,000","URBANO"
"PUTUMAYO","86","ORITO","86,320","Mi Casa Ya","2,024","3","104,000,000","URBANO"
"QUINDIO","63","ARMENIA","63,001","Mi Casa Ya","2,022","839","22,963,890,160","URBANO"
"QUINDIO","63","ARMENIA","63,001","Mi Casa Ya","2,023","526","16,762,000,000","URBANO"
